emp_no,from_date,to_date,first_name,last_name,title
494953,1998-04-28,9999-01-01,Gift,McConalogue,Senior Staff
494954,1997-11-09,9999-01-01,Jongsuk,Ruemmler,Engineer
494961,2000-03-05,9999-01-01,Xumin,Denna,Senior Engineer
494963,1996-09-30,9999-01-01,Shugo,Iisaka,Senior Staff
494967,1990-09-11,9999-01-01,Fox,Eiron,Senior Staff
494969,1999-05-29,9999-01-01,Mabry,Ullian,Senior Engineer
494971,1999-01-08,9999-01-01,Heng,Schaar,Engineer
494973,2000-12-02,9999-01-01,Behnaam,Murtha,Senior Staff
494974,1996-04-12,9999-01-01,Tooru,Bamford,Engineer
494976,1993-04-25,9999-01-01,Zhaofang,Asrin,Senior Engineer
494998,1997-09-10,9999-01-01,Tremaine,Pleszkun,Engineer
495004,1993-09-28,9999-01-01,Guozhong,Cunliffe,Technique Leader
495006,1996-07-29,9999-01-01,Fay,Cardazo,Senior Engineer
495007,1986-06-05,9999-01-01,Moni,Borovoy,Technique Leader
495008,1996-06-09,9999-01-01,Hatem,Zeilberger,Technique Leader
495014,1995-06-14,9999-01-01,Shaz,Murtagh,Engineer
495015,1995-01-27,9999-01-01,Ghassan,Sudbeck,Senior Engineer
495020,1994-12-28,9999-01-01,Gregory,Miculan,Senior Engineer
495026,1996-11-14,9999-01-01,Sachar,Barreiro,Senior Staff
495033,1998-10-16,9999-01-01,Gal,Halloran,Senior Staff
495037,1995-03-22,9999-01-01,Kiyotoshi,Brender,Staff
495038,2002-04-27,9999-01-01,Amalendu,Rotem,Senior Staff
495047,1993-04-28,9999-01-01,Tetsushi,Barbanera,Senior Staff
495052,1993-11-03,9999-01-01,Mihalis,Matheson,Senior Engineer
495054,1991-12-24,9999-01-01,Yurii,Einsfeld,Senior Engineer
495058,1999-10-07,9999-01-01,Mabhin,Keirsey,Staff
495059,1994-09-13,9999-01-01,Barna,Quaggetto,Senior Engineer
495060,1993-02-02,9999-01-01,Lokesh,Soloway,Senior Engineer
495061,2001-03-01,9999-01-01,Wojceich,Zirintsis,Senior Staff
495062,1999-08-19,9999-01-01,Ortrud,Peron,Senior Staff
495065,1994-04-22,9999-01-01,Arve,Lamparter,Senior Staff
495066,1998-01-12,9999-01-01,Barry,Merel,Engineer
495067,1994-12-28,9999-01-01,Shan,Penz,Senior Staff
495069,1998-04-28,9999-01-01,Alain,Takkinen,Staff
495071,1989-11-22,9999-01-01,Genta,Hofman,Technique Leader
495073,1999-05-25,9999-01-01,Toshimori,Fontan,Senior Staff
495079,1998-04-04,9999-01-01,Lidong,Serra,Engineer
495082,1995-09-05,9999-01-01,Aiichiro,Choobineh,Staff
495087,1999-05-09,9999-01-01,Shaibal,Ulupinar,Senior Staff
495088,1986-10-24,9999-01-01,Suzette,Iisaku,Technique Leader
495094,1996-03-27,9999-01-01,Jamaludin,Rullman,Senior Engineer
495097,1998-11-18,9999-01-01,Dinah,Beetstra,Senior Staff
495107,1998-02-12,9999-01-01,George,Schiper,Staff
495111,1997-08-31,9999-01-01,Yannik,Stavenow,Senior Engineer
495112,1999-11-23,9999-01-01,Shigeaki,Lorch,Engineer
495117,1987-06-09,9999-01-01,Hironobu,Masamoto,Senior Engineer
495120,1998-09-02,9999-01-01,Marc,Anick,Engineer
495127,1995-11-16,9999-01-01,Niclas,Mukaidono,Senior Staff
495131,1995-04-19,9999-01-01,Eldridge,Chelton,Staff
495132,1997-02-27,9999-01-01,Nitsan,Fiebach,Staff
495135,2001-01-27,9999-01-01,Miquel,Heystek,Engineer
495136,1990-02-16,9999-01-01,Barna,Sherertz,Senior Staff
495140,1999-01-16,9999-01-01,Lubomir,Erman,Staff
495144,1999-07-30,9999-01-01,Katsuo,Vidya,Staff
495148,1999-07-25,9999-01-01,Mingdong,Chinen,Senior Staff
495152,1996-09-04,9999-01-01,Sahrah,Lamba,Engineer
495164,2001-08-16,9999-01-01,Nahid,Krupka,Senior Engineer
495173,1998-04-20,9999-01-01,Brendon,Ginesta,Senior Engineer
495174,2001-01-17,9999-01-01,Nahla,Czaja,Senior Staff
495175,1995-12-21,9999-01-01,Remmert,Gini,Senior Engineer
495181,1994-03-06,9999-01-01,Taiji,Koshino,Engineer
495183,1993-09-06,9999-01-01,Dhritiman,Heping,Senior Engineer
495191,1987-10-07,9999-01-01,Radhakrishnan,Emmart,Senior Staff
495192,1996-08-13,9999-01-01,Gadiel,Maliniak,Senior Staff
495205,2001-08-18,9999-01-01,Munehiko,Vecchi,Senior Staff
495206,2000-03-07,9999-01-01,Uri,Puoti,Senior Engineer
495216,1986-10-30,9999-01-01,Jiafu,Uhrik,Senior Engineer
495219,1993-08-18,9999-01-01,Dinah,Hambrick,Senior Staff
495225,1999-10-09,9999-01-01,Perry,Shimshoni,Senior Engineer
495226,2001-07-11,9999-01-01,Genevieve,Salvesen,Senior Staff
495231,1995-10-17,9999-01-01,Tiina,Reinhard,Engineer
495233,1999-09-09,9999-01-01,Vasiliy,Versino,Engineer
495235,1991-04-13,9999-01-01,Gregory,Rosaz,Senior Staff
495236,1993-03-12,9999-01-01,Chirstian,Cheshire,Senior Engineer
495237,1998-09-24,9999-01-01,Gad,Eiron,Technique Leader
495238,1997-06-22,9999-01-01,Georg,Bael,Staff
495242,1998-04-18,9999-01-01,Domenick,Velasco,Engineer
495245,1991-08-24,9999-01-01,Shahab,Teitelbaum,Senior Engineer
495248,1998-07-21,9999-01-01,Baocai,Weisert,Staff
495249,1993-11-05,9999-01-01,Maren,Joslin,Senior Engineer
495254,1998-12-01,9999-01-01,Shiv,Basagni,Staff
495268,2002-05-15,9999-01-01,Mitchel,Reinhart,Engineer
495277,1999-10-10,9999-01-01,Shaunak,Dalphin,Assistant Engineer
495279,1996-07-22,9999-01-01,Mrinalini,Schapire,Senior Staff
495281,1995-12-20,9999-01-01,Alain,Kaiserswerth,Staff
495282,1996-07-24,9999-01-01,Khalil,Oxenboll,Senior Engineer
495283,1988-03-29,9999-01-01,Aksel,Kaelbling,Senior Engineer
495287,1996-02-18,9999-01-01,Babette,Fontet,Senior Staff
495289,1999-11-21,9999-01-01,Mori,Oxenboll,Senior Staff
495294,1993-06-11,9999-01-01,Zhigen,Desikan,Senior Engineer
495296,1992-06-06,9999-01-01,Felicidad,Rosti,Senior Staff
495301,1993-09-07,9999-01-01,Monique,Melichar,Senior Staff
495309,2002-04-08,9999-01-01,Divier,Herber,Senior Engineer
495316,1998-09-10,9999-01-01,Along,Kobara,Senior Engineer
495317,1988-12-12,9999-01-01,Maia,Jiang,Senior Engineer
495318,1988-08-10,9999-01-01,Reinhard,Kornatzky,Senior Staff
495319,1993-01-16,9999-01-01,Toong,Kisuki,Senior Engineer
495320,1998-12-17,9999-01-01,Maha,Erdmenger,Staff
495323,1990-09-26,9999-01-01,Seongbin,Bisiani,Senior Engineer
495324,1998-08-10,9999-01-01,Divier,Vieri,Staff
495326,1990-02-18,9999-01-01,Zhanqiu,Schaad,Senior Staff
495329,1993-03-16,9999-01-01,Kamakshi,Dechter,Senior Staff
495331,1997-03-14,9999-01-01,Haldon,Taubenfeld,Senior Engineer
495342,2001-10-18,9999-01-01,Shigenori,Cooke,Senior Engineer
495343,1997-07-17,9999-01-01,Hidefumi,Peltason,Senior Engineer
495351,2002-03-31,9999-01-01,Byong,Vakili,Senior Engineer
495353,1994-02-26,9999-01-01,Odysseas,Tischendorf,Senior Engineer
495364,2002-03-21,9999-01-01,Sasan,Jeansoulin,Senior Engineer
495366,1992-01-08,9999-01-01,Susanta,Delaune,Senior Staff
495367,1992-12-04,9999-01-01,Arnould,Parveen,Senior Engineer
495370,2001-03-03,9999-01-01,Khalid,Bade,Senior Staff
495376,1995-12-15,9999-01-01,Charlene,Collette,Senior Engineer
495377,1998-02-08,9999-01-01,Cathie,Cronin,Engineer
495379,2001-03-27,9999-01-01,Sailaja,Schnelling,Senior Staff
495380,1998-05-10,9999-01-01,Katsuo,Raczkowsky,Senior Staff
495381,1999-06-01,9999-01-01,Munir,Cooley,Assistant Engineer
495382,1997-09-02,9999-01-01,Radhia,Rattan,Engineer
495390,1990-12-16,9999-01-01,Ottavia,Albarhamtoshy,Technique Leader
495393,1996-05-30,9999-01-01,Vugranam,Perko,Senior Engineer
495394,1987-06-21,9999-01-01,Goh,Impagliazzo,Technique Leader
495398,1994-07-25,9999-01-01,Bingning,Yetto,Engineer
495399,1993-08-21,9999-01-01,Guadalupe,Gustavson,Senior Engineer
495403,1999-12-09,9999-01-01,Hironoby,Remmele,Senior Engineer
495409,1990-07-06,9999-01-01,Zorica,Dratva,Senior Staff
495410,1999-08-09,9999-01-01,Marla,Eugenio,Engineer
495412,1997-02-16,9999-01-01,Cedric,Claffy,Engineer
495415,1992-01-08,9999-01-01,Tadanori,Lammel,Senior Staff
495416,1996-03-17,9999-01-01,Jaideep,Chimia,Senior Staff
495426,1998-11-27,9999-01-01,Leon,Pellegrinelli,Senior Staff
495428,2001-07-07,9999-01-01,Larisa,Matzov,Senior Engineer
495429,1997-05-24,9999-01-01,Aiman,Schusler,Staff
495432,1987-06-19,9999-01-01,Halsur,Aloia,Senior Staff
495436,1998-11-27,9999-01-01,Palash,Trogemann,Senior Staff
495437,1991-08-18,9999-01-01,Shahar,Bazzichi,Senior Engineer
495453,1998-04-08,9999-01-01,Eben,Nergos,Senior Engineer
495456,1995-11-09,9999-01-01,Kristinn,Warwick,Staff
495458,1996-12-22,9999-01-01,Kristen,Przulj,Senior Staff
495459,1993-02-23,9999-01-01,Leen,Genin,Senior Staff
495460,1997-01-05,9999-01-01,Fan,Penn,Senior Staff
495461,1999-06-06,9999-01-01,Aleksander,Sevcikova,Staff
495466,1994-02-04,9999-01-01,Ingmar,Passino,Senior Staff
495467,1999-01-28,9999-01-01,Val,Schaaf,Senior Engineer
495468,1996-08-20,9999-01-01,Adas,Lorcy,Assistant Engineer
495470,1991-02-01,9999-01-01,Elgin,Erev,Senior Engineer
495487,1988-06-21,9999-01-01,Perla,Kuhnemann,Senior Engineer
495489,1997-07-01,9999-01-01,Angus,Dichev,Senior Engineer
495490,1996-04-26,9999-01-01,Ennio,Poulakidas,Senior Staff
495499,1997-10-29,9999-01-01,Filipp,Onuegbe,Senior Staff
495502,2001-06-10,9999-01-01,Hauke,Pearson,Senior Engineer
495509,1987-11-04,9999-01-01,Zijian,Chaudhuri,Technique Leader
495515,1996-08-13,9999-01-01,Souichi,Clemencon,Senior Engineer
495518,1985-03-11,9999-01-01,Khosrow,Magalhaes,Technique Leader
495520,1997-05-12,9999-01-01,Stafford,Deville,Staff
495523,1993-09-11,9999-01-01,Kristen,Standera,Senior Engineer
495525,2002-08-01,9999-01-01,Debatosh,Hiraishi,Senior Staff
495533,1998-06-02,9999-01-01,Uli,Simkin,Senior Engineer
495539,1985-11-18,9999-01-01,Bernice,Mansanne,Technique Leader
495541,1991-10-31,9999-01-01,Huai,Szmurlo,Senior Engineer
495543,1994-02-24,9999-01-01,Lorien,Cangellaris,Senior Staff
495546,1995-07-28,9999-01-01,Abdulah,Swan,Senior Staff
495547,1999-09-24,9999-01-01,Iara,Verhaegen,Senior Engineer
495552,1997-10-06,9999-01-01,Shrikanth,Mandell,Staff
495558,1999-06-11,9999-01-01,Marek,Salinas,Senior Engineer
495565,1999-01-22,9999-01-01,Nechama,Harbusch,Senior Engineer
495566,1994-08-24,9999-01-01,Itzchak,Swift,Senior Engineer
495575,1996-11-09,9999-01-01,Yannis,Kusalik,Technique Leader
495587,1997-10-21,9999-01-01,Zhongwei,Peron,Senior Staff
495588,1989-08-29,9999-01-01,Bernd,Chartres,Senior Staff
495595,1996-08-02,9999-01-01,Hideo,Herber,Senior Staff
495596,1995-12-15,9999-01-01,Serap,Ressouche,Staff
495599,1993-03-09,9999-01-01,Muzhong,Delgrande,Senior Engineer
495602,1995-12-26,9999-01-01,Kazuhiro,Chappelet,Engineer
495605,1994-05-27,9999-01-01,Nobuyoshi,Imataki,Senior Staff
495608,2001-05-16,9999-01-01,Gift,Legleitner,Senior Engineer
495611,1992-03-19,9999-01-01,Sushant,Gniady,Senior Staff
495615,1994-07-24,9999-01-01,Tetsushi,Rosis,Senior Staff
495621,1992-12-27,9999-01-01,Serenella,Socorro,Senior Staff
495625,2000-03-01,9999-01-01,Torsten,Rattan,Senior Engineer
495630,1997-08-09,9999-01-01,Shahid,Merle,Engineer
495631,1998-05-08,9999-01-01,Gro,Hinsberger,Senior Staff
495644,2000-02-29,9999-01-01,Cheong,Orsini,Senior Engineer
495648,2000-05-02,9999-01-01,Moni,Kowalchuk,Senior Staff
495650,2000-08-05,9999-01-01,Vishwani,Colorni,Senior Staff
495651,2002-01-06,9999-01-01,Marek,Tokunaga,Senior Staff
495652,1989-12-03,9999-01-01,Jiang,Candan,Senior Engineer
495659,1998-06-18,9999-01-01,Janalee,Ferretti,Senior Staff
495666,1997-06-11,9999-01-01,Angus,Kowalchuk,Engineer
495670,1995-07-03,9999-01-01,Uinam,Fordan,Engineer
495680,1993-10-09,9999-01-01,Fen,Reinhard,Engineer
495681,2001-11-03,9999-01-01,Leucio,Georgakopoulos,Senior Engineer
495686,2001-11-17,9999-01-01,Geraldo,Salinas,Senior Staff
495687,1999-12-12,9999-01-01,Mabhin,Jumpertz,Senior Engineer
495697,1997-05-28,9999-01-01,Mona,Ramamoorthy,Staff
495701,2001-12-12,9999-01-01,Ziva,Lindenbaum,Senior Engineer
495710,1996-05-21,9999-01-01,Stafford,Ciolek,Staff
495711,1997-10-18,9999-01-01,Kiyomitsu,Muchinsky,Engineer
495718,1999-03-20,9999-01-01,Xianlong,Vitiello,Senior Engineer
495719,1993-10-18,9999-01-01,Teiji,Itzfeldt,Engineer
495721,1997-10-31,9999-01-01,Susumu,Rodite,Engineer
495722,1998-12-12,9999-01-01,Shmuel,Brodie,Senior Engineer
495739,1996-04-10,9999-01-01,Marek,Lortz,Senior Engineer
495742,2002-03-18,9999-01-01,Jaewon,Lubachevsky,Senior Engineer
495744,2000-01-31,9999-01-01,Branimir,Butner,Senior Staff
495750,1994-11-29,9999-01-01,Naftali,Attimonelli,Senior Engineer
495755,1994-10-18,9999-01-01,Jiang,Erni,Senior Staff
495761,1999-11-06,9999-01-01,Koldo,Covnot,Staff
495767,1996-07-27,9999-01-01,Odoardo,Braunmuhl,Senior Staff
495768,1998-11-01,9999-01-01,Kyoichi,Segond,Senior Engineer
495770,1999-03-19,9999-01-01,Abdelaziz,Menhoudj,Engineer
495776,1994-10-27,9999-01-01,Lijia,Swiss,Technique Leader
495779,1985-12-23,9999-01-01,Weiyi,Rebaine,Senior Staff
495790,1999-08-14,9999-01-01,Licheng,Quaggetto,Staff
495804,1996-03-14,9999-01-01,Xudong,Furedi,Senior Engineer
495807,1988-08-17,9999-01-01,Martina,Kumaresan,Senior Engineer
495811,1992-08-04,9999-01-01,Golgen,Fioravanti,Senior Staff
495821,1996-12-21,9999-01-01,Subhash,Rotem,Staff
495826,1994-03-18,9999-01-01,Marlo,Schahn,Senior Staff
495828,1994-10-06,9999-01-01,Randy,Melichar,Senior Staff
495830,1999-12-17,9999-01-01,Chikako,Auria,Staff
495836,1994-12-14,9999-01-01,Tetsushi,Sommer,Senior Engineer
495837,1999-10-09,9999-01-01,Tzvetan,Ranft,Senior Engineer
495841,1992-08-03,9999-01-01,Ashish,Jansch,Senior Engineer
495844,1993-05-04,9999-01-01,Fumiko,Impagliazzo,Senior Staff
495851,1996-12-14,9999-01-01,Make,Vrecion,Staff
495860,1990-09-15,9999-01-01,Ayakannu,Perng,Senior Engineer
495862,1988-01-09,9999-01-01,Moty,Suppi,Senior Staff
495869,1995-09-01,9999-01-01,Shai,Pluym,Senior Staff
495874,1997-01-01,9999-01-01,Youngkon,Chenney,Senior Staff
495876,1999-10-17,9999-01-01,Masasuke,Deville,Senior Engineer
495879,1989-12-30,9999-01-01,Aimee,Imataki,Technique Leader
495882,1998-07-13,9999-01-01,Bedir,Whittlesey,Engineer
495884,1991-04-27,9999-01-01,Moto,Kragelund,Senior Staff
495887,2002-07-03,9999-01-01,Nevio,Kilgore,Senior Staff
495894,1993-07-07,9999-01-01,Iara,Atrawala,Senior Staff
495895,1995-04-17,9999-01-01,Yuichiro,Heemskerk,Senior Staff
495896,1988-03-10,9999-01-01,Udaiprakash,Hemaspaandra,Senior Staff
495901,1999-12-14,9999-01-01,Ibibia,Kalsbeek,Staff
495909,1998-10-26,9999-01-01,Heping,Swick,Staff
495923,1996-04-01,9999-01-01,Seongbin,Levergood,Senior Engineer
495925,1995-03-11,9999-01-01,Guttorm,Bage,Senior Engineer
495937,1998-11-11,9999-01-01,Mani,Bahk,Staff
495939,1991-11-26,9999-01-01,Saniya,Domenig,Senior Engineer
495941,1986-10-03,9999-01-01,Nathalie,Engberts,Senior Staff
495947,2000-01-27,9999-01-01,Sigeru,Puoti,Senior Engineer
495949,1995-09-11,9999-01-01,Shaleah,Glinert,Staff
495958,1994-12-13,9999-01-01,Angel,Reutenauer,Staff
495961,2000-03-19,9999-01-01,Piyawadee,Imataki,Senior Staff
495972,1994-08-16,9999-01-01,Kirk,Piveteau,Senior Staff
495982,1995-03-28,9999-01-01,Saniya,Dehkordi,Staff
495993,1997-10-14,9999-01-01,Demin,Clemencon,Senior Staff
495997,1993-12-16,9999-01-01,Lene,Vadhan,Senior Engineer
496002,1994-07-03,9999-01-01,Mansur,Hinsberger,Senior Engineer
496008,1993-11-26,9999-01-01,Chaoyi,Henseler,Senior Staff
496009,1998-03-14,9999-01-01,JiYoung,Matzov,Senior Engineer
496010,2001-10-09,9999-01-01,Flemming,Gewali,Engineer
496012,1991-05-26,9999-01-01,Takushi,Swan,Senior Engineer
496014,2000-11-29,9999-01-01,Yuchang,Barbanera,Senior Engineer
496017,1993-05-30,9999-01-01,Faiza,Rodham,Senior Staff
496018,1996-01-01,9999-01-01,Shuichi,Anily,Staff
496020,1996-07-11,9999-01-01,Lene,Coombs,Staff
496023,1992-04-20,9999-01-01,Eirik,Borstler,Senior Engineer
496032,1996-05-17,9999-01-01,Trygve,Tischendorf,Senior Staff
496039,1997-02-01,9999-01-01,Masamitsu,Bellone,Senior Staff
496045,1996-08-02,9999-01-01,Marco,Baik,Engineer
496049,1995-05-27,9999-01-01,Parke,Snyers,Technique Leader
496055,1992-08-03,9999-01-01,Fumiya,Delgrande,Senior Staff
496056,1997-09-28,9999-01-01,Sanjai,Lipner,Senior Engineer
496062,2000-05-01,9999-01-01,Xinan,Legleitner,Senior Engineer
496066,1994-12-06,9999-01-01,Doohun,Kroha,Senior Staff
496067,2002-02-26,9999-01-01,Erzsebet,Schaaf,Senior Engineer
496074,1997-01-23,9999-01-01,Flemming,Katiyar,Engineer
496077,1985-12-17,9999-01-01,Anyuan,Albarhamtoshy,Senior Staff
496078,1996-06-27,9999-01-01,Chuanyi,Kabayashi,Senior Engineer
496080,1996-07-09,9999-01-01,Zongyan,DiGiano,Engineer
496084,2000-01-08,9999-01-01,Yagil,Nishimukai,Senior Engineer
496091,1999-08-02,9999-01-01,Joydip,Theuretzbacher,Senior Staff
496093,1995-09-16,9999-01-01,Yucel,Asser,Senior Engineer
496094,1994-11-19,9999-01-01,Ziva,Yoshimura,Assistant Engineer
496105,1998-09-20,9999-01-01,Bernd,Hutton,Engineer
496107,1996-07-01,9999-01-01,Vitaly,Shobatake,Engineer
496108,2000-07-15,9999-01-01,Atreyi,Samarati,Senior Engineer
496113,2001-10-10,9999-01-01,Gonzalo,Zeilberger,Senior Engineer
496121,1992-04-03,9999-01-01,Malu,Jayawardene,Senior Staff
496137,1999-01-28,9999-01-01,Kenroku,Farris,Senior Engineer
496141,1995-09-21,9999-01-01,Zengping,Rahier,Senior Engineer
496143,1993-01-07,9999-01-01,Somnath,Driscoll,Senior Engineer
496150,1988-10-28,9999-01-01,Dmitry,Marrakchi,Senior Staff
496151,1990-03-03,9999-01-01,Katsuo,Mateescu,Senior Staff
496164,1996-11-29,9999-01-01,Yurii,Comyn,Senior Engineer
496174,1999-10-11,9999-01-01,Mary,Staudhammer,Staff
496180,1995-04-15,9999-01-01,Alassane,Siepmann,Senior Engineer
496192,1993-12-24,9999-01-01,Qunsheng,Weedman,Senior Engineer
496193,1994-05-13,9999-01-01,Jamaludin,Sankaranarayanan,Staff
496195,1998-06-28,9999-01-01,IEEE,Thibadeau,Engineer
496196,1994-10-20,9999-01-01,Toshiko,Porotnikoff,Senior Engineer
496198,1998-05-11,9999-01-01,Volkmar,Panangaden,Senior Engineer
496203,1999-09-09,9999-01-01,Etsuo,Bellone,Senior Engineer
496205,1998-03-17,9999-01-01,Hatim,Narwekar,Senior Staff
496207,1988-10-09,9999-01-01,Prodip,Ermel,Senior Engineer
496208,1999-10-06,9999-01-01,Arco,Benzmuller,Senior Staff
496209,1989-08-25,9999-01-01,Babette,Schneeberger,Senior Staff
496211,1995-07-03,9999-01-01,Yolla,Syrzycki,Senior Engineer
496212,1996-04-20,9999-01-01,Sreenivas,Birnbaum,Staff
496215,1995-04-30,9999-01-01,Lunjin,Erde,Engineer
496218,1998-08-17,9999-01-01,Tomokazu,Ozery,Senior Engineer
496222,1994-12-05,9999-01-01,Yaghout,Esposito,Senior Engineer
496227,1994-06-02,9999-01-01,Satoru,Stentiford,Senior Staff
496234,1996-12-01,9999-01-01,Conal,Luga,Assistant Engineer
496236,1995-11-19,9999-01-01,Tianruo,Yurov,Engineer
496242,1989-11-15,9999-01-01,Angel,Comyn,Senior Staff
496250,1997-09-19,9999-01-01,Zhonghua,Rando,Senior Engineer
496252,1997-10-17,9999-01-01,Marc,Weedman,Senior Staff
496256,1998-12-14,9999-01-01,Noritoshi,Skrikant,Staff
496258,1996-09-19,9999-01-01,Khun,Cannata,Senior Engineer
496260,1998-01-27,9999-01-01,Mary,Showalter,Staff
496262,2000-08-03,9999-01-01,Kazuhira,Kleiser,Senior Staff
496265,1994-04-26,9999-01-01,Aran,Emden,Senior Staff
496269,1999-01-12,9999-01-01,Yechezkel,Broder,Staff
496278,1994-04-10,9999-01-01,Karlis,Gunderson,Senior Engineer
496282,1995-12-30,9999-01-01,Kotesh,Anguita,Senior Engineer
496288,1999-05-12,9999-01-01,Chriss,Gecsel,Senior Engineer
496290,1987-08-30,9999-01-01,Godehard,Pettit,Senior Engineer
496292,1991-08-17,9999-01-01,Gao,Ranai,Senior Staff
496294,2000-11-08,9999-01-01,Owen,Papastamatiou,Senior Engineer
496295,1995-02-12,9999-01-01,Nathan,Plavsic,Senior Engineer
496301,1999-06-08,9999-01-01,Yinlin,Chinin,Engineer
496302,1997-07-03,9999-01-01,Adas,Plesums,Engineer
496304,1985-10-12,9999-01-01,Phuoc,Kruskal,Senior Engineer
496310,2001-04-06,9999-01-01,Yuuichi,Danecki,Senior Engineer
496317,1997-11-28,9999-01-01,Ranga,Shokrollahi,Staff
496326,2001-02-02,9999-01-01,Xuejun,Angelopoulos,Senior Staff
496335,1995-03-28,9999-01-01,Mayuko,Godskesen,Assistant Engineer
496336,1997-05-17,9999-01-01,Toshiki,Quaggetto,Staff
496338,1997-05-07,9999-01-01,Froduald,Kalafatis,Engineer
496341,1995-08-24,9999-01-01,Oddvar,Rosay,Senior Staff
496357,1996-04-22,9999-01-01,Sushant,Bernatsky,Senior Staff
496358,1994-04-15,9999-01-01,Tamiya,Moehrke,Engineer
496364,1998-06-25,9999-01-01,Shalesh,Msuda,Senior Engineer
496371,1998-03-24,9999-01-01,Danai,Bakhtari,Senior Engineer
496372,1997-04-07,9999-01-01,Terresa,Teitelbaum,Technique Leader
496373,2001-10-09,9999-01-01,Younwoo,Bernardeschi,Senior Staff
496384,1986-06-05,9999-01-01,Remco,Coors,Senior Staff
496388,1994-12-01,9999-01-01,Sarita,Axelband,Engineer
496390,1992-05-31,9999-01-01,Tsz,Menhoudj,Senior Staff
496391,1989-03-21,9999-01-01,Mabhin,Farrow,Senior Engineer
496392,1998-07-18,9999-01-01,Gian,Bernatsky,Staff
496398,2001-02-26,9999-01-01,Leif,Hiyoshi,Senior Engineer
496400,1992-05-21,9999-01-01,Naftaly,Eiter,Senior Staff
496404,1992-07-02,9999-01-01,Fumitake,Rodham,Senior Staff
496405,1996-11-15,9999-01-01,Eran,Cangellaris,Senior Staff
496408,2000-06-01,9999-01-01,Jiong,Haraldson,Senior Staff
496418,1995-05-24,9999-01-01,Nevio,Fortenbacher,Senior Staff
496427,1993-02-21,9999-01-01,Gennady,Tzvieli,Senior Staff
496428,1998-03-08,9999-01-01,Angus,Kaiserswerth,Senior Staff
496430,1998-10-29,9999-01-01,Boalin,Detkin,Staff
496436,1985-07-18,9999-01-01,Arunas,Stroustrup,Senior Staff
496440,1996-08-30,9999-01-01,Aron,Pappas,Senior Engineer
496443,1990-02-21,9999-01-01,Koichi,Griswold,Senior Engineer
496444,1998-10-10,9999-01-01,Xiping,Reinhart,Senior Engineer
496449,1998-08-09,9999-01-01,Shiv,Jording,Engineer
496465,1998-04-23,9999-01-01,Wonhee,Sankaranarayanan,Senior Engineer
496468,1998-01-05,9999-01-01,Rosalyn,Dulin,Senior Engineer
496472,1999-08-08,9999-01-01,Gilbert,Carrere,Senior Staff
496477,1999-05-04,9999-01-01,Marla,Merlo,Senior Engineer
496479,1996-12-31,9999-01-01,Arup,Botman,Senior Staff
496480,1994-03-21,9999-01-01,Wilmer,Farrow,Engineer
496484,1999-11-17,9999-01-01,Vugranam,Attimonelli,Engineer
496488,1991-05-20,9999-01-01,Kristin,Boyle,Senior Staff
496493,1991-06-26,9999-01-01,Thodoros,Garrabrants,Senior Engineer
496495,2000-10-29,9999-01-01,Morris,Jansen,Senior Engineer
496502,1995-01-10,9999-01-01,Chaitali,Minakawa,Senior Staff
496507,1998-06-09,9999-01-01,Sham,Parfitt,Senior Engineer
496510,1997-11-07,9999-01-01,Vasilis,Ligten,Engineer
496515,1993-10-02,9999-01-01,Kokou,Gurbaxani,Senior Engineer
496516,1996-09-21,9999-01-01,Yuchang,Beeson,Engineer
496520,1998-10-02,9999-01-01,Huan,Ritzmann,Senior Engineer
496521,2000-05-22,9999-01-01,Yinghua,Baca,Senior Engineer
496522,1996-10-14,9999-01-01,Jayesh,Bresenham,Senior Engineer
496523,1994-07-02,9999-01-01,Idoia,Ranze,Senior Engineer
496531,2000-01-05,9999-01-01,Saddek,Simmel,Senior Engineer
496541,1994-03-18,9999-01-01,Arne,Harnett,Senior Staff
496549,2001-09-14,9999-01-01,Youjian,Hanratty,Senior Staff
496558,1990-09-13,9999-01-01,Yahiko,Niizuma,Senior Staff
496561,1990-09-05,9999-01-01,Arunas,Mikschl,Senior Engineer
496563,2002-03-23,9999-01-01,Heon,Poupard,Engineer
496566,1998-03-28,9999-01-01,Peer,Rosaz,Senior Staff
496577,1996-06-07,9999-01-01,Nikolaos,Kermarrec,Staff
496580,1985-10-21,9999-01-01,Dmitri,Thisen,Senior Staff
496583,1995-11-09,9999-01-01,Toshiki,Shinomoto,Senior Staff
496584,1998-08-30,9999-01-01,Cordelia,Luce,Engineer
496590,2002-05-08,9999-01-01,Kamakshi,Gecsei,Senior Staff
496594,1992-03-30,9999-01-01,Tadahiro,Sundgren,Technique Leader
496596,2001-03-30,9999-01-01,Fumino,Hinsberger,Senior Staff
496602,1995-04-11,9999-01-01,Giordano,Qiwen,Senior Staff
496609,2001-01-09,9999-01-01,Mohit,Geffroy,Senior Engineer
496620,1994-02-27,9999-01-01,Hidde,Swab,Senior Engineer
496622,1994-03-31,9999-01-01,Chaitali,Wallrath,Senior Engineer
496623,1993-05-14,9999-01-01,Peer,Honglei,Senior Staff
496627,1995-04-12,9999-01-01,Huai,Streng,Senior Engineer
496632,1998-01-19,9999-01-01,Xinglin,Berstel,Engineer
496634,1998-04-15,9999-01-01,Teiji,Smailagic,Senior Engineer
